class	class label	def	op	goleft	goright	rhea	rhea label	is_match	info	info label
http://purl.obolibrary.org/obo/GO_0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced ascorbate and one other donor, and one atom of oxygen is incorporated into one donor.								
http://purl.obolibrary.org/obo/GO_0016716	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen	Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and one atom of oxygen is incorporated into one donor.								
http://purl.obolibrary.org/obo/GO_0018529	nitrilotriacetate monooxygenase activity	Catalysis of the reaction: nitrilotriacetate + NADH + H+ + O2 = NAD+ + H2O + glyoxylate + iminodiacetate.								
http://purl.obolibrary.org/obo/GO_0018591	methyl tertiary butyl ether 3-monooxygenase activity	Catalysis of the reaction: methyl tert-butyl ether + 1/2 O2 = tert-butyl alcohol + formaldehyde.								
http://purl.obolibrary.org/obo/GO_0018592	4-nitrocatechol 4-monooxygenase activity	Catalysis of the reaction: 4-nitrocatechol + O2 + 4 e- + 3 H+ = H2O + nitrite + 1,2,4-benzenetriol.								
http://purl.obolibrary.org/obo/GO_0018593	4-chlorophenoxyacetate monooxygenase activity	Catalysis of the reaction: 4-chlorophenoxyacetate + 1/2 O2 = glyoxylate + 4-chlorophenol.								
http://purl.obolibrary.org/obo/GO_0018594	tert-butanol 2-monooxygenase activity	Catalysis of the reaction: tert-butanol + 1/2 O2 = 2-methyl-2-hydroxy-1-propanol.								
http://purl.obolibrary.org/obo/GO_0018595	alpha-pinene monooxygenase activity	Catalysis of the reaction: alpha-pinene + O2 + 2 H+ + 2 e- = H2O + pinocarveol.	=	http://purl.obolibrary.org/obo/CHEBI_36740/alpha-pinene-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-2|http://purl.obolibrary.org/obo/CHEBI_10545/electron-2	http://purl.obolibrary.org/obo/CHEBI_15377/water-1|http://purl.obolibrary.org/obo/CHEBI_26137/pinocarveol-1	http://rdf.rhea-db.org/32891	(1S,5S)-alpha-pinene + H(+) + NADH + O2 = alpha-pinene oxide + H2O + NAD(+)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_28660|http://purl.obolibrary.org/obo/CHEBI_29060|http://purl.obolibrary.org/obo/CHEBI_57540|http://purl.obolibrary.org/obo/CHEBI_57945	water|hydron|dioxygen|(-)-alpha-pinene|alpha-pinene oxide|NAD(1-)|NADH(2-)
http://purl.obolibrary.org/obo/GO_0018597	ammonia monooxygenase activity	Catalysis of the oxidation of alkanes (up to C8) to alcohols and alkenes (up to C5) to epoxides and alcohols in the presence of ammonium ions.								
http://purl.obolibrary.org/obo/GO_0018599	2-hydroxyisobutyrate 3-monooxygenase activity	Catalysis of the reaction: 2-hydroxyisobutyrate + 1/2 O2 = 2,3-dihydroxy-2-methyl propionate.								
http://purl.obolibrary.org/obo/GO_0018679	dibenzothiophene-5,5-dioxide monooxygenase activity	Catalysis of the reaction: dibenzothiophene-5,5-dioxide + O2 + 2 NADH + H+ = 2 NAD+ + H2O + 2'-hydroxybiphenyl-2-sulfinate.								
http://purl.obolibrary.org/obo/GO_0018690	4-methoxybenzoate monooxygenase (O-demethylating) activity	Catalysis of the reaction: 4-methoxybenzoate + AH(2) + O(2) = 4-hydroxybenzoate + A + formaldehyde + H(2)O.	=	http://purl.obolibrary.org/obo/CHEBI_16639/4-methoxybenzoate-1|http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_17879/4-hydroxybenzoate-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://purl.obolibrary.org/obo/CHEBI_16842/formaldehyde-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/18613	4-methoxybenzoate + AH2 + O2 = 4-hydroxybenzoate + A + formaldehyde + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16639|http://purl.obolibrary.org/obo/CHEBI_16842|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17879	hydrogen acceptor|water|dioxygen|4-methoxybenzoate|formaldehyde|hydrogen donor|4-hydroxybenzoate
http://purl.obolibrary.org/obo/GO_0019135	deoxyhypusine monooxygenase activity	Catalysis of the reaction: protein N6-(4-aminobutyl)-L-lysine + donor-H2 + O2 = protein N6-((R)-4-amino-2-hydroxybutyl)-L-lysine + acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0031172	ornithine N5-monooxygenase activity	Catalysis of the reaction: L-ornithine + O2 + H+ = N5-hydroxy-L-ornithine + H2O.								
http://purl.obolibrary.org/obo/GO_0045289	luciferin monooxygenase activity	Catalysis of the generalized reaction: luciferin + O2 = oxidized luciferin + CO2 + light. There may be additional substrates and reactants involved in the reaction. The reaction results in light emission as luciferin returns to the ground state after enzymatic oxidation.								
http://purl.obolibrary.org/obo/GO_0046409	p-coumarate 3-hydroxylase activity	Catalysis of the reaction: shikimate or quinate ester of p-coumaric acid + NADPH + H+ + O2 = caffeic acid conjugate (caffeoyl shikimic acid or chlorogenic acid) + H2O + NADP+.								
http://purl.obolibrary.org/obo/GO_0046424	ferulate 5-hydroxylase activity	Catalysis of the reaction: ferulic acid + NADPH + H+ + O2 = 5-hydroxyferulic acid + H2O + NADP+.								
http://purl.obolibrary.org/obo/GO_0047096	androst-4-ene-3,17-dione monooxygenase activity	Catalysis of the reaction: AH(2) + androst-4-ene-3,17-dione + O(2) = A + H(2)O + testololactone.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_16422/androst-4-ene-3,17-dione-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1|http://purl.obolibrary.org/obo/CHEBI_18084/testololactone-1	http://rdf.rhea-db.org/22696	AH2 + androst-4-ene-3,17-dione + O2 = A + H2O + testololactone	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16422|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_18084	hydrogen acceptor|water|dioxygen|androst-4-ene-3,17-dione|hydrogen donor|testololactone
http://purl.obolibrary.org/obo/GO_0047097	phylloquinone monooxygenase (2,3-epoxidizing) activity	Catalysis of the reaction: AH(2) + O(2) + phylloquinone = 2,3-epoxyphylloquinone + A + H(2)O.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1|http://purl.obolibrary.org/obo/CHEBI_18067/phylloquinone-1	http://purl.obolibrary.org/obo/CHEBI_15759/2,3-epoxyphylloquinone-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/16745	AH2 + O2 + phylloquinone = 2,3-epoxyphylloquinone + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_15759|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_18067	hydrogen acceptor|water|dioxygen|2,3-epoxyphylloquinone|hydrogen donor|phylloquinone
http://purl.obolibrary.org/obo/GO_0047546	2-hydroxypyridine 5-monooxygenase activity	Catalysis of the reaction: 2-hydroxypyridine + AH(2) + O(2) = 2,5-dihydroxypyridine + A + H(2)O.	=	http://purl.obolibrary.org/obo/CHEBI_16540/pyridin-2-ol-1|http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_16364/pyridine-2,5-diol-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/16973	2-hydroxypyridine + AH2 + O2 = 2,5-dihydroxypyridine + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16364|http://purl.obolibrary.org/obo/CHEBI_16540|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|dioxygen|pyridine-2,5-diol|pyridin-2-ol|hydrogen donor
http://purl.obolibrary.org/obo/GO_0047563	3-hydroxybenzoate 2-monooxygenase activity	Catalysis of the reaction: 3-hydroxybenzoate + AH(2) + O(2) = 2,3-dihydroxybenzoate + A + H(2)O.	=	http://purl.obolibrary.org/obo/CHEBI_16193/3-hydroxybenzoate-1|http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_36654/2,3-dihydroxybenzoate-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/14193	3-hydroxybenzoate + AH2 + O2 = 2,3-dihydroxybenzoate + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16193|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_36654	hydrogen acceptor|water|dioxygen|3-hydroxybenzoate|hydrogen donor|2,3-dihydroxybenzoate
http://purl.obolibrary.org/obo/GO_0047882	estradiol 6-beta-monooxygenase activity	Catalysis of the reaction: AH(2) + estradiol-17beta + O(2) = 6beta-hydroxyestradiol-17beta + A + H(2)O.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#estradiol-17beta/estradiol-17beta-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_16784/6beta-hydroxy-17beta-estradiol-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/19137	17beta-estradiol + AH2 + O2 = 6beta-hydroxyestradiol-17beta + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16469|http://purl.obolibrary.org/obo/CHEBI_16784|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|dioxygen|17beta-estradiol|6beta-hydroxy-17beta-estradiol|hydrogen donor
http://purl.obolibrary.org/obo/GO_0050056	linalool 8-monooxygenase activity	Catalysis of the reaction: AH(2) + linalool + O(2) = (2E)-2,6-dimethylocta-2,7-diene-1,6-diol + A + H(2)O.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_17580/linalool-1|http://x.org/noparse#O(2)/O(2)-1	http://purl.obolibrary.org/obo/CHEBI_15662/(2E)-2,6-dimethylocta-2,7-diene-1,6-diol-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/20760	AH2 + linalool + O2 = (6E)-8-hydroxylinalool + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_15662|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17580	hydrogen acceptor|water|dioxygen|(2E)-2,6-dimethylocta-2,7-diene-1,6-diol|hydrogen donor|linalool
http://purl.obolibrary.org/obo/GO_0050212	progesterone 11-alpha-monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = 11alpha-hydroxyprogesterone + A + H(2)O.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1|http://purl.obolibrary.org/obo/CHEBI_17026/progesterone-1	http://purl.obolibrary.org/obo/CHEBI_16076/11alpha-hydroxyprogesterone-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/18205	AH2 + O2 + progesterone = 11alpha-hydroxyprogesterone + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16076|http://purl.obolibrary.org/obo/CHEBI_17026|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|dioxygen|11alpha-hydroxyprogesterone|progesterone|hydrogen donor
http://purl.obolibrary.org/obo/GO_0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1|http://purl.obolibrary.org/obo/CHEBI_17026/progesterone-1	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1|http://purl.obolibrary.org/obo/CHEBI_16524/testosterone acetate-1	http://rdf.rhea-db.org/11984	AH2 + O2 + progesterone = A + H2O + testosterone acetate	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16524|http://purl.obolibrary.org/obo/CHEBI_17026|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|dioxygen|testosterone acetate|progesterone|hydrogen donor
http://purl.obolibrary.org/obo/GO_0050292	steroid 9-alpha-monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + pregna-4,9(11)-diene-3,20-dione = 9,11alpha-epoxypregn-4-ene-3,20-dione + A + H(2)O.	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1|http://purl.obolibrary.org/obo/CHEBI_16744/pregna-4,9(11)-diene-3,20-dione-1	http://purl.obolibrary.org/obo/CHEBI_17206/9,11alpha-epoxypregn-4-ene-3,20-dione-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1	http://rdf.rhea-db.org/19557	AH2 + O2 + pregna-4,9(11)-diene-3,20-dione = 9,11alpha-epoxypregn-4-ene-3,20-dione + A + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_16744|http://purl.obolibrary.org/obo/CHEBI_17206|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|dioxygen|pregna-4,9(11)-diene-3,20-dione|9,11alpha-epoxypregn-4-ene-3,20-dione|hydrogen donor
http://purl.obolibrary.org/obo/GO_0050603	thiophene-2-carbonyl-CoA monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + thiophene-2-carbonyl-CoA = 5-hydroxythiophene-2-carbonyl-CoA + A + H(2)O + H(+).	=	http://x.org/noparse#AH(2)/AH(2)-1|http://x.org/noparse#O(2)/O(2)-1|http://purl.obolibrary.org/obo/CHEBI_57395/thiophene-2-carbonyl-CoA(4-)-1	http://purl.obolibrary.org/obo/CHEBI_57358/5-hydroxythiophene-2-carbonyl-CoA(5-)-1|http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://x.org/noparse#H(2)O/H(2)O-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1	http://rdf.rhea-db.org/18929	AH2 + O2 + thiophene-2-carbonyl-CoA = 5-hydroxythiophene-2-carbonyl-CoA + A + H(+) + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_57358|http://purl.obolibrary.org/obo/CHEBI_57395	hydrogen acceptor|water|hydron|dioxygen|hydrogen donor|5-hydroxythiophene-2-carbonyl-CoA(5-)|thiophene-2-carbonyl-CoA(4-)
http://purl.obolibrary.org/obo/GO_0052608	echinenone 3-hydroxylase activity	Catalysis of the reaction: echinenone + a reduced electron acceptor + oxygen = 3-hydroxyechinenone + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052609	4-ketotorulene 3-hydroxylase activity	Catalysis of the reaction: 4-ketotorulene + a reduced electron acceptor + oxygen = 3-hydroxy-4-ketotorulene + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052610	beta-cryptoxanthin hydroxylase activity	Catalysis of the reaction: beta-cryptoxanthin + a reduced electron acceptor + oxygen = zeaxanthin + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052611	beta-carotene 3-hydroxylase activity	Catalysis of the reaction: beta-carotene + a reduced electron acceptor + oxygen = beta-cryptoxanthin + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052612	adonirubin 3-hydroxylase activity	Catalysis of the reaction: adonirubin + a reduced electron acceptor + oxygen = 3S,3'S-astaxanthin + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052613	canthaxanthin 3-hydroxylase activity	Catalysis of the reaction: canthaxanthin + a reduced electron acceptor + oxygen = adonirubin + an oxidized electron acceptor + H2O.								
http://purl.obolibrary.org/obo/GO_0052694	jasmonoyl-isoleucine-12-hydroxylase activity	Catalysis of the reaction: jasmonoyl-isoleucine + NADPH + H+ + O2 = 12-hydroxy-jasmonoyl-isoleucine + NADP+ + H2O.								
http://purl.obolibrary.org/obo/GO_0052722	fatty acid in-chain hydroxylase activity	Catalysis of the reaction: fatty acid + O2 + 2 NADPH + H+ = fatty acid with in-chain hydroxy group + 2 NADP+ + H2O.								
http://purl.obolibrary.org/obo/GO_0071614	linoleic acid epoxygenase activity	Catalysis of an NADPH- and oxygen-dependent reaction that converts linoleic acid to a cis-epoxyoctadecenoic acid.								
http://purl.obolibrary.org/obo/GO_0072374	carotene epsilon hydroxylase activity	Catalysis of the reaction: a carotene + NADPH + O2 + H+ = a beta-ring hydroxylcarotene + NADP+ + H2O. Adds a hydroxyl group to the epsilon ring of the alpha-carotene.								
http://purl.obolibrary.org/obo/GO_0080014	thalianol hydroxylase activity	Catalysis of the reaction: a thalianol = a thalian-diol. This reaction is the addition of a hydroxyl group to thalianol ((13R,14R,17E)-podioda-8,17,21-trien-3beta-ol) to create a thalian-diol ((13R,14R,17E)-podioda-8,17,21-trien-3beta,X-diol), where the hydroxyl group may be attached at one of several different available carbons in ring B or C of thalianol, indicated by the X.								
http://purl.obolibrary.org/obo/GO_0097259	20-aldehyde-leukotriene B4 20-monooxygenase activity	Catalysis of the reaction: 20-aldehyde-leukotriene B4 + O2 + NADPH + H(+) = 20-carboxy-leukotriene B4 + H2O + NADP(+).								
http://purl.obolibrary.org/obo/GO_0004129	cytochrome-c oxidase activity	Catalysis of the reaction: 4 ferrocytochrome c + O2 + 4 H+ = 4 ferricytochrome c + 2 H2O.								
http://purl.obolibrary.org/obo/GO_0004174	electron-transferring-flavoprotein dehydrogenase activity	Catalysis of the reaction: reduced ETF + ubiquinone = ETF + ubiquinol.								
http://purl.obolibrary.org/obo/GO_0008121	ubiquinol-cytochrome-c reductase activity	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: CoQH2 + 2 ferricytochrome c = CoQ + 2 ferrocytochrome c + 2 H+.								
http://purl.obolibrary.org/obo/GO_0045153	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity	Enables the directed movement of electrons within the CoQH2-cytochrome c reductase complex.								
http://purl.obolibrary.org/obo/GO_0045154	electron transporter, transferring electrons within cytochrome c oxidase complex activity	Enables the directed movement of electrons within the cytochrome c oxidase complex.								
http://purl.obolibrary.org/obo/GO_0045155	electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity	Enables the directed movement of electrons from the CoQH2-cytochrome c reductase complex and the cytochrome c oxidase complex.								
http://purl.obolibrary.org/obo/GO_0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	Enables the directed movement of electrons within the cyclic electron transport pathway of photosynthesis.								
http://purl.obolibrary.org/obo/GO_0045157	electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity	Enables the directed movement of electrons within the noncyclic electron transport pathway of photosynthesis.								
http://purl.obolibrary.org/obo/GO_0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	Enables the directed movement of electrons within the cytochrome b6/f complex of photosystem II.								
http://purl.obolibrary.org/obo/GO_0046028	electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity	Enables the directed movement of electrons from the cytochrome b6/f complex of photosystem II.								
http://purl.obolibrary.org/obo/GO_1903264	nitrate reductase activity involved in anaerobic electron transport chain	Any nitrate reductase activity that is involved in anaerobic electron transport chain.								
http://purl.obolibrary.org/obo/GO_0008827	cytochrome o ubiquinol oxidase activity	Catalysis of the reaction: ubiquinol + O2 = ubiquinone + 2 H2O; cytochrome O is the electron acceptor.								
http://purl.obolibrary.org/obo/GO_0009486	cytochrome bo3 ubiquinol oxidase activity	Catalysis of the reaction: 2 ubiquinol + O2 + 4 H+ = 2 ubiquinone + 2 H2O + 4 H+ [periplasmic space].								
http://purl.obolibrary.org/obo/GO_0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP, and in which one substrate is a sterol derivative.								
http://purl.obolibrary.org/obo/GO_0033765	steroid dehydrogenase activity, acting on the CH-CH group of donors	Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor, and in which one substrate is a sterol derivative.								
http://purl.obolibrary.org/obo/GO_0004344	glucose dehydrogenase activity	Catalysis of the reaction: D-glucose + acceptor = D-glucono-1,5-lactone + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_4167/D-glucopyranose-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_16217/D-glucono-1,5-lactone-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/24540	A + D-glucose = AH2 + D-glucono-1,5-lactone	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_16217|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_4167	hydrogen acceptor|D-glucono-1,5-lactone|hydrogen donor|D-glucopyranose
http://purl.obolibrary.org/obo/GO_0004457	lactate dehydrogenase activity	Catalysis of the reaction: lactate + NAD+ = H+ + NADH + pyruvate.								
http://purl.obolibrary.org/obo/GO_0008812	choline dehydrogenase activity	Catalysis of the reaction: A + choline = AH(2) + betaine aldehyde.	=	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://purl.obolibrary.org/obo/CHEBI_15354/choline-1	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_15710/betaine aldehyde-1	http://rdf.rhea-db.org/17433	A + choline = AH2 + betaine aldehyde	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15354|http://purl.obolibrary.org/obo/CHEBI_15710|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|choline|betaine aldehyde|hydrogen donor
http://purl.obolibrary.org/obo/GO_0016615	malate dehydrogenase activity	Catalysis of the reversible conversion of pyruvate or oxaloacetate to malate.								
http://purl.obolibrary.org/obo/GO_0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP.								
http://purl.obolibrary.org/obo/GO_0016898	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces a cytochrome molecule.								
http://purl.obolibrary.org/obo/GO_0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces an oxygen molecule.								
http://purl.obolibrary.org/obo/GO_0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces a disulfide molecule.								
http://purl.obolibrary.org/obo/GO_0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces a quinone or a similar acceptor molecule.								
http://purl.obolibrary.org/obo/GO_0018446	pinocarveol dehydrogenase activity	Catalysis of the reaction: pinocarveol = pinocarvone + 2 H+ + 2 e-.								
http://purl.obolibrary.org/obo/GO_0018447	chloral hydrate dehydrogenase activity	Catalysis of the reactions: chloral hydrate = 3 H+ + 2 e- + trichloroacetate, and chloral hydrate + H2 = H2O + trichloroethanol.								
http://purl.obolibrary.org/obo/GO_0018448	hydroxymethylmethylsilanediol oxidase activity	Catalysis of the reaction: hydroxymethylmethylsilanediol + O2 + 2 H+ + 2 e- = formylmethylsilanediol + 2 H2O.								
http://purl.obolibrary.org/obo/GO_0018449	1-phenylethanol dehydrogenase activity	Catalysis of the reaction: (S)-1-phenylethanol = acetophenone + H2.								
http://purl.obolibrary.org/obo/GO_0018450	myrtenol dehydrogenase activity	Catalysis of the reaction: myrtenol + O2 + 2 H+ + 2 e- = 2 H2O + myrtenal.								
http://purl.obolibrary.org/obo/GO_0018466	limonene-1,2-diol dehydrogenase activity	Catalysis of the reaction: (1S,2S,4R)-limonene-1,2-diol + DCPIP+ = DCPIPH + H+ + (1S,4R)-1-hydroxy-2-oxolimonene.								
http://purl.obolibrary.org/obo/GO_0018468	alcohol dehydrogenase (acceptor) activity	Catalysis of the reaction: a primary alcohol + acceptor = an aldehyde + reduced acceptor.								
