class	class label	op	goleft	goright	rhea	rhea label	score	info	info label	def
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:41239	N-acyl (9Z,12Z)-octadecadienoate octadecasphin-4E-enine + O2 = N-acyl (9R)-hydroperoxy-(10E,12Z)-octadecadienoate octadecasphing-4E-enine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_77888|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_77889	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:45288	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + 2 O2 = 2-glyceryl-prostaglandin G2	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_52392|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_85165	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50156	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine + O2 = N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-taurine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132060|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132062	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50160	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-taurine + O2 = N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-taurine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132060|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132061	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50172	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine + O2 = N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-alanine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132071|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132074	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50176	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate + O2 = N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-gamma-aminobutanoate	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132072|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132075	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50180	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-gamma-aminobutanoate + O2 = N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-gamma-aminobutanoate	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132072|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132078	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50184	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-alanine + O2 = N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-alanine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132071|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132077	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50188	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-glycine + O2 = N-(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl-glycine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_59002|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132076	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50424	(8Z,11Z,14Z)-eicosatrienoate + 2 O2 = prostaglandin G1	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_133084|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_71589	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50824	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate + O2 = 14-hydroperoxy-(4Z,7Z,10Z,12E,16Z)-docosapentaenoate	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_77226|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_133799	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:53332	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + O2 = 2-[15(S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-glycerol	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_52392|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_137187	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:54120	coelenterazine h + O2 = coelenterazine h dioxetanone	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_16531|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_138063	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:54204	2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphoethanolamine + 2 O2 = 2-(prostaglandin G2)-sn-glycero-3-phosphoethanolamine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_76091|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_138098	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:54212	2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine + 2 O2 = 2-(prostaglandin G2)-sn-glycero-3-phosphocholine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_76079|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_138100	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	=	http://x.org/noparse#tRNA-(2-methylthio-N-6-isopentenyl adenosine)/tRNA-(2-methylthio-N-6-isopentenyl adenosine)-1	http://x.org/noparse#tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)/tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-1|http://purl.obolibrary.org/obo/CHEBI_15379/dioxygen-1	rh:50168	N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-glycine + O2 = N-(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoyl-glycine	-96	tRNA-(2-methylthio-N-6-isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_59002|tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)=http://purl.obolibrary.org/obo/CHEBI_132073	|	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.
GO:0008719	dihydroneopterin triphosphate 2'-epimerase activity	=	http://x.org/noparse#dihydroneopterin triphosphate/dihydroneopterin triphosphate-1	http://x.org/noparse#dihydromonapterin-triphosphate/dihydromonapterin-triphosphate-1	rh:28346	7,8-dihydroneopterin 3'-triphosphate = 7,8-dihydromonapterin 3'-triphosphate	-150	dihydroneopterin triphosphate=http://purl.obolibrary.org/obo/CHEBI_58462|dihydromonapterin-triphosphate=http://purl.obolibrary.org/obo/CHEBI_61186	|	Catalysis of the reaction: dihydroneopterin triphosphate = dihydromonapterin-triphosphate.
GO:0008719	dihydroneopterin triphosphate 2'-epimerase activity	=	http://x.org/noparse#dihydroneopterin triphosphate/dihydroneopterin triphosphate-1	http://x.org/noparse#dihydromonapterin-triphosphate/dihydromonapterin-triphosphate-1	rh:45328	7,8-dihydroneopterin = 7,8-dihydromonapterin	-150	dihydroneopterin triphosphate=http://purl.obolibrary.org/obo/CHEBI_17001|dihydromonapterin-triphosphate=http://purl.obolibrary.org/obo/CHEBI_71175	|	Catalysis of the reaction: dihydroneopterin triphosphate = dihydromonapterin-triphosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:10716	D-glucose 6-phosphate = 1D-myo-inositol 3-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_61548|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58401	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:11140	alpha-D-mannose 1-phosphate = D-mannose 6-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58735|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58409	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:11404	UDP-alpha-D-glucuronate = UDP-alpha-D-galacturonate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58052|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57635	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:11816	aldehydo-D-glucose 6-phosphate = keto-D-fructose 6-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57579|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57584	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:12356	D-mannose 6-phosphate = D-fructose 6-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_61527|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58735	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13049	D-glucuronate = D-fructuronate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_59863|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58720	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13289	dolichyl phosphate + UDP-N-acetyl-alpha-D-glucosamine = N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UMP	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57705|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57865	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13653	[6)-beta-D-fructofuranosyl-(2->](n) alpha-D-glucopyranoside + sucrose = [6)-beta-D-fructofuranosyl-(2->](n+1) alpha-D-glucopyranoside + D-glucose	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_4167|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_17992	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
GO:0009385	N-acylmannosamine-6-phosphate 2-epimerase activity	=	http://x.org/noparse#N-acetyl-D-mannosamine-6-phosphate/N-acetyl-D-mannosamine-6-phosphate-1	http://x.org/noparse#N-acetyl-D-glucosamine-6-phosphate/N-acetyl-D-glucosamine-6-phosphate-1	rh:13677	D-ribulose 5-phosphate = D-xylulose 5-phosphate	-150	N-acetyl-D-mannosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_58121|N-acetyl-D-glucosamine-6-phosphate=http://purl.obolibrary.org/obo/CHEBI_57737	|	Catalysis of the reaction: N-acetyl-D-mannosamine-6-phosphate = N-acetyl-D-glucosamine-6-phosphate.
