class	class label	rhea	metacyc	ec	umbbd_enzyme	umbbd_reaction	kegg	img	is_leaf
GO:0050213	progesterone 5-alpha-reductase activity	RHEA:21952	MetaCyc:PROGESTERONE-5-ALPHA-REDUCTASE-RXN	EC:1.3.1.30					true
GO:0050343	trans-2-enoyl-CoA reductase (NAD+) activity		MetaCyc:TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN	EC:1.3.1.44					true
GO:0050399	xanthommatin reductase activity	RHEA:13417	MetaCyc:XANTHOMMATIN-REDUCTASE-RXN	EC:1.3.1.41			KEGG:R03787		true
GO:0050472	zeatin reductase activity	RHEA:12757	MetaCyc:ZEATIN-REDUCTASE-RXN	EC:1.3.1.69			KEGG:R05702		true
GO:0050613	delta14-sterol reductase activity	RHEA:18561	MetaCyc:1.3.1.70-RXN	EC:1.3.1.70					true
GO:0050614	delta24-sterol reductase activity	RHEA:13685	MetaCyc:1.3.1.72-RXN	EC:1.3.1.72					true
GO:0050615	1,2-dihydrovomilenine reductase activity	RHEA:12320	MetaCyc:1.3.1.73-RXN	EC:1.3.1.73			KEGG:R05879		true
GO:0052579	(+)-pulegone reductase, (+)-isomenthone as substrate, activity		MetaCyc:RXN-5164	EC:1.3.1.81					true
GO:0052580	(+)-pulegone reductase, (-)-menthone as substrate, activity		MetaCyc:RXN-5164	EC:1.3.1.81					true
GO:0052849	NADPH-dependent curcumin reductase activity		MetaCyc:RXN0-6676	EC:1.3.1.n3					true
GO:0052850	NADPH-dependent dihydrocurcumin reductase activity		MetaCyc:RXN0-6677						true
GO:0102067	geranylgeranyl diphosphate reductase activity		MetaCyc:RXN-10625	EC:1.3.1.83					true
GO:0102232	acrolein reductase activity		MetaCyc:RXN-12281						true
GO:0102233	crotonaldehyde redutase activity		MetaCyc:RXN-12292						true
GO:0102234	but-1-en-3-one reductase activity		MetaCyc:RXN-12293						true
GO:0102235	1-penten-3-one reductase activity		MetaCyc:RXN-12295						true
GO:0102236	trans-4-hexen-3-one reductase activity		MetaCyc:RXN-12296						true
GO:0102347	trans-arachidon-2-enoyl-CoA reductase activity		MetaCyc:RXN-13306						true
GO:0102348	trans-docosan-2-enoyl-CoA reductase activity		MetaCyc:RXN-13307						true
GO:0102349	trans-lignocero-2-enoyl-CoA reductase activity		MetaCyc:RXN-13308						true
GO:0102350	trans-cerot-2-enoyl-CoA reductase activity		MetaCyc:RXN-13309						true
GO:0102389	polyprenol reductase activity		MetaCyc:RXN-13604	EC:1.3.1.94					true
GO:0102523	2-chloroacrylate reductase activity		MetaCyc:RXN-14536	EC:1.3.1.103					true
GO:0102678	22-alpha-hydroxy-campest-4-en-3-one,NADPH:steroid 5alpha-reductase activity		MetaCyc:RXN-4229						true
GO:0102728	campest-4-en-3-one,NADPH:steroid 5alpha-reductase activity		MetaCyc:RXN-711						true
GO:0102744	all-trans-geranyl-geranyl diphosphate reductase activity		MetaCyc:RXN-7658						true
GO:0102745	dihydrogeranylgeranyl-PP reductase activity		MetaCyc:RXN-7659						true
GO:0102746	tetrahydrogeranylgeranyl-PP reductase activity		MetaCyc:RXN-7660						true
GO:0102748	geranylgeranyl-chlorophyll a reductase activity		MetaCyc:RXN-7664						true
GO:0102749	dihydrogeranylgeranyl-chlorophyll a reductase activity		MetaCyc:RXN-7665						true
GO:0102750	tetrahydrogeranylgeranyl-chlorophyll a reductase activity		MetaCyc:RXN-7666						true
GO:0102758	very-long-chain enoyl-CoA reductase activity		MetaCyc:RXN-7711	EC:1.3.1.93					true
GO:0102868	24-epi-campsterol desaturase activity		MetaCyc:RXN-8352						true
GO:0102932	pterocarpan reductase activity		MetaCyc:RXN-8936						true
GO:0102978	furaneol oxidoreductase activity		MetaCyc:RXN-9563	EC:1.3.1.105					true
GO:0102979	homofuraneol oxidoreductase activity		MetaCyc:RXN-9564						true
GO:0102980	2-butyl-4-hydroxy-5-methyl-3(2H)-furanoneoxidoreductase activity		MetaCyc:RXN-9565						true
GO:0102981	4-hydroxy-5-methyl-2-propyl-3(2H)-furanone oxidoreductase activity		MetaCyc:RXN-9567						true
GO:0102997	progesterone 5beta- reductase activity		MetaCyc:RXN-9726						true
GO:0016633	galactonolactone dehydrogenase activity		MetaCyc:GALACTONOLACTONE-DEHYDROGENASE-RXN	EC:1.3.2.3					true
GO:0080049	L-gulono-1,4-lactone dehydrogenase activity		MetaCyc:RXN-1439						true
GO:0003997	acyl-CoA oxidase activity		MetaCyc:ACYL-COA-OXIDASE-RXN	EC:1.3.3.6					false
GO:0004109	coproporphyrinogen oxidase activity	RHEA:18257	MetaCyc:RXN0-1461	EC:1.3.3.3			KEGG:R03220		true
GO:0004158	dihydroorotate oxidase activity	RHEA:15441		EC:1.3.3.1					true
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	RHEA:25576	MetaCyc:PROTOPORGENOXI-RXN	EC:1.3.3.4			KEGG:R03222		true
GO:0033732	pyrroloquinoline-quinone synthase activity	RHEA:10692	MetaCyc:1.3.3.11-RXN	EC:1.3.3.11			KEGG:R07353		true
GO:0047705	bilirubin oxidase activity	RHEA:20980	MetaCyc:BILIRUBIN-OXIDASE-RXN	EC:1.3.3.5			KEGG:R02394		true
GO:0047857	dihydrouracil oxidase activity	RHEA:12384	MetaCyc:DIHYDROURACIL-OXIDASE-RXN	EC:1.3.3.7			KEGG:R00975		true
GO:0050328	tetrahydroberberine oxidase activity	RHEA:13489	MetaCyc:TETRAHYDROBERBERINE-OXIDASE-RXN	EC:1.3.3.8					true
GO:0050541	beta,beta-carotene-9',10'-dioxygenase activity								true
GO:0050616	secologanin synthase activity	RHEA:20585	MetaCyc:1.3.3.9-RXN	EC:1.3.3.9					true
GO:0050621	tryptophan alpha,beta-oxidase activity	RHEA:19901	MetaCyc:1.4.3.17-RXN	EC:1.3.3.10			KEGG:R05317		true
GO:0004152	dihydroorotate dehydrogenase activity	RHEA:18073	MetaCyc:DIHYDROOROTATE-DEHYDROGENASE-RXN	EC:1.3.5.2			KEGG:R01868		false
GO:0052886	9,9'-dicis-carotene:quinone oxidoreductase activity		MetaCyc:RXN-11356	EC:1.3.5.6			KEGG:R09656		true
GO:0052887	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity		MetaCyc:RXN-11357	EC:1.3.5.6			KEGG:R09658		true
GO:0070819	menaquinone-dependent protoporphyrinogen oxidase activity								true
GO:0102040	fumarate reductase (menaquinone)		MetaCyc:R601-RXN	EC:1.3.5.4					true
GO:0018522	benzoyl-CoA reductase activity		MetaCyc:1.3.99.15-RXN	EC:1.3.7.8		UM-BBD_reactionID:r0190	KEGG:R02451		true
GO:0018525	4-hydroxybenzoyl-CoA reductase activity		MetaCyc:OHBENZCOARED-RXN	EC:1.3.7.9		UM-BBD_reactionID:r0158	KEGG:R05316		true
GO:0047595	6-hydroxynicotinate reductase activity		MetaCyc:6-HYDROXYNICOTINATE-REDUCTASE-RXN	EC:1.3.7.1					true
GO:0050617	15,16-dihydrobiliverdin:ferredoxin oxidoreductase activity		MetaCyc:1.3.7.2-RXN	EC:1.3.7.2					true
GO:0050618	phycoerythrobilin:ferredoxin oxidoreductase activity		MetaCyc:1.3.7.3-RXN	EC:1.3.7.3					true
GO:0050619	phytochromobilin:ferredoxin oxidoreductase activity		MetaCyc:1.3.7.4-RXN	EC:1.3.7.4					true
GO:0050620	phycocyanobilin:ferredoxin oxidoreductase activity		MetaCyc:1.3.7.5-RXN	EC:1.3.7.5					true
GO:0051743	red chlorophyll catabolite reductase activity		MetaCyc:RXN-7741						true
GO:0102262	tRNA-dihydrouridine16 synthase activity		MetaCyc:RXN-12454						true
GO:0102263	tRNA-dihydrouridine17 synthase activity		MetaCyc:RXN-12455	EC:1.3.1.88					true
GO:0102264	tRNA-dihydrouridine20 synthase activity		MetaCyc:RXN-12456	EC:1.3.1.91					true
GO:0102265	tRNA-dihydrouridine47 synthase activity		MetaCyc:RXN-12457	EC:1.3.1.89					true
GO:0102266	tRNA-dihydrouridine20a synthase activity		MetaCyc:RXN-12475	EC:1.3.1.90					true
GO:0102267	tRNA-dihydrouridine20b synthase activity		MetaCyc:RXN-12476						true
GO:0004085	butyryl-CoA dehydrogenase activity		MetaCyc:BUTYRYL-COA-DEHYDROGENASE-RXN	EC:1.3.8.1		UM-BBD_reactionID:r0013	KEGG:R01178		true
GO:0102035	isobutyryl-CoA:FAD oxidoreductase activity		MetaCyc:MEPROPCOA-FAD-RXN						true
GO:0102223	4,4'-diapophytoene desaturase activity		MetaCyc:RXN-12224	EC:1.3.8.2					true
GO:0102225	4,4'-diaponeurosporene desaturase activity		MetaCyc:RXN-12258						true
GO:0102393	decanoyl-[acp] 2-dehydrogenase activity		MetaCyc:RXN-13624						true
GO:0102961	4,4'-diapophytofluene desaturase activity		MetaCyc:RXN-9304						true
GO:0102962	4,4'-diapo-zeta-carotene desaturase activity		MetaCyc:RXN-9305						true
GO:0016041	glutamate synthase (ferredoxin) activity		MetaCyc:GLUTAMATE-SYNTHASE-FERREDOXIN-RXN|MetaCyc:PWY-4341	EC:1.4.7.1					true
GO:0045181	glutamate synthase activity, NAD(P)H as acceptor								false
GO:0004353	glutamate dehydrogenase [NAD(P)+] activity		MetaCyc:GLUTAMATE-DEHYDROGENASE-NADP+-RXN|MetaCyc:GLUTAMATE-SYN2-PWY	EC:1.4.1.3					false
GO:0043837	valine dehydrogenase (NAD) activity			EC:1.4.1.23					true
GO:0047124	L-erythro-3,5-diaminohexanoate dehydrogenase activity	RHEA:19633	MetaCyc:1.4.1.11-RXN	EC:1.4.1.11			KEGG:R03349		true
GO:0047530	2,4-diaminopentanoate dehydrogenase activity		MetaCyc:24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	EC:1.4.1.12					true
GO:0047850	diaminopimelate dehydrogenase activity	RHEA:13561	MetaCyc:DIAMINOPIMELATE-DEHYDROGENASE-RXN	EC:1.4.1.16			KEGG:R02755		true
GO:0047960	glycine dehydrogenase activity	RHEA:15721	MetaCyc:GLYCINE-DEHYDROGENASE-RXN	EC:1.4.1.10					true
GO:0050018	L-amino-acid dehydrogenase activity	RHEA:10396	MetaCyc:L-AMINO-ACID-DEHYDROGENASE-RXN	EC:1.4.1.5					true
GO:0050049	leucine dehydrogenase activity	RHEA:12220	MetaCyc:LEUCINE-DEHYDROGENASE-RXN	EC:1.4.1.9					true
GO:0050069	lysine dehydrogenase activity	RHEA:18505	MetaCyc:LYSINE-DEHYDROGENASE-RXN	EC:1.4.1.15					true
GO:0050132	N-methylalanine dehydrogenase activity	RHEA:21768	MetaCyc:N-METHYLALANINE-DEHYDROGENASE-RXN	EC:1.4.1.17			KEGG:R01584		true
GO:0050175	phenylalanine dehydrogenase activity	RHEA:21408	MetaCyc:PHENYLALANINE-DEHYDROGENASE-RXN	EC:1.4.1.20					true
GO:0050282	serine 2-dehydrogenase activity	RHEA:20884	MetaCyc:SERINE-DEHYDROGENASE-RXN	EC:1.4.1.7					true
GO:0050303	lysine 6-dehydrogenase activity	RHEA:25125	MetaCyc:LYSINE-6-DEHYDROGENASE-RXN|MetaCyc:PWY-5314	EC:1.4.1.18					true
GO:0050363	tryptophan dehydrogenase activity		MetaCyc:TRYPTOPHAN-DEHYDROGENASE-RXN	EC:1.4.1.19					true
GO:0050391	valine dehydrogenase (NADP) activity	RHEA:11156	MetaCyc:VALINE-DEHYDROGENASE-NADP+-RXN	EC:1.4.1.8					true
GO:0102042	dehydroquinate synthase activity		MetaCyc:RXN-10032	EC:1.4.1.24					true
GO:0047959	glycine dehydrogenase (cytochrome) activity		MetaCyc:GLYCINE-DEHYDROGENASE-CYTOCHROME-RXN	EC:1.4.2.1					true
GO:0001716	L-amino-acid oxidase activity	RHEA:13781	MetaCyc:L-AMINO-ACID-OXIDASE-RXN	EC:1.4.3.2					false
GO:0003884	D-amino-acid oxidase activity	RHEA:21816	MetaCyc:D-AMINO-ACID-OXIDASE-RXN	EC:1.4.3.3					false
GO:0004733	pyridoxamine-phosphate oxidase activity	RHEA:15817	MetaCyc:PMPOXI-RXN	EC:1.4.3.5					true
GO:0008131	primary amine oxidase activity		MetaCyc:RXN-9597	EC:1.4.3.21			KEGG:R01853		true
GO:0009815	1-aminocyclopropane-1-carboxylate oxidase activity	RHEA:23640	MetaCyc:ETHYL-RXN	EC:1.14.17.4			KEGG:R07214		true
GO:0015922	aspartate oxidase activity								false
GO:0018527	cyclohexylamine oxidase activity	RHEA:18433	MetaCyc:CYCLOHEXYLAMINE-OXIDASE-RXN	EC:1.4.3.12		UM-BBD_reactionID:r0754			true
GO:0043799	glycine oxidase activity		MetaCyc:1.4.3.19-RXN|MetaCyc:RXN-8672|MetaCyc:RXN-8673|MetaCyc:RXN-8674	EC:1.4.3.19					true
GO:0047883	ethanolamine oxidase activity	RHEA:18581	MetaCyc:ETHANOLAMINE-OXIDASE-RXN	EC:1.4.3.8					true
GO:0050232	putrescine oxidase activity	RHEA:18273	MetaCyc:PUTRESCINE-OXIDASE-RXN	EC:1.4.3.10					true
GO:0052593	tryptamine:oxygen oxidoreductase (deaminating) activity		MetaCyc:RXN-1401	EC:1.4.3.21			KEGG:R02173		true
GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity		MetaCyc:AMACETOXID-RXN	EC:1.4.3.21			KEGG:R02529		true
GO:0052595	aliphatic-amine oxidase activity	RHEA:16153	MetaCyc:AMINEOXID-RXN	EC:1.4.3.21					true
GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity	RHEA:25265	MetaCyc:AMINEPHEN-RXN	EC:1.4.3.21			KEGG:R02613		true
GO:0052597	diamine oxidase activity		MetaCyc:RXN-9599	EC:1.4.3.22					true
GO:0052598	histamine oxidase activity	RHEA:25625	MetaCyc:RXN-9600	EC:1.4.3.22			KEGG:R02150		true
GO:0052599	methylputrescine oxidase activity		MetaCyc:RXN-8244	EC:1.4.3.22			KEGG:R05334		true
GO:0052600	propane-1,3-diamine oxidase activity		MetaCyc:RXN-6381	EC:1.4.3.22			KEGG:R03139		true
GO:0097621	monoamine oxidase activity								true
GO:0004375	glycine dehydrogenase (decarboxylating) activity		MetaCyc:GCVP-RXN	EC:1.4.4.2					true
GO:0030059	aralkylamine dehydrogenase (azurin) activity		MetaCyc:ARALKYLAMINE-DEHYDROGENASE-RXN	EC:1.4.9.2					true
GO:0052876	methylamine dehydrogenase (amicyanin) activity			EC:1.4.9.1		UM-BBD_reactionID:r0075	KEGG:R00606		true
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	RHEA:16417	MetaCyc:PYRROLINECARBDEHYDROG-RXN	EC:1.5.1.12					true
GO:0004146	dihydrofolate reductase activity	RHEA:15009	MetaCyc:DIHYDROFOLATEREDUCT-RXN	EC:1.5.1.3					true
GO:0004155	6,7-dihydropteridine reductase activity		MetaCyc:1.5.1.34-RXN	EC:1.5.1.34					true
GO:0004486	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity			EC:1.5.1					true
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	RHEA:22892	MetaCyc:1.5.1.15-RXN	EC:1.5.1.15			KEGG:R01218		true
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	RHEA:22812	MetaCyc:METHYLENETHFDEHYDROG-NADP-RXN	EC:1.5.1.5			KEGG:R01220		true
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	RHEA:19817|RHEA:19821	MetaCyc:1.5.1.20-RXN	EC:1.5.1.20			KEGG:R01224|KEGG:R07168		true
GO:0004735	pyrroline-5-carboxylate reductase activity	RHEA:14109	MetaCyc:PYRROLINECARBREDUCT-RXN	EC:1.5.1.2					true
GO:0004753	saccharopine dehydrogenase activity								false
GO:0008752	FMN reductase activity								true
GO:0010349	L-galactose dehydrogenase activity		MetaCyc:RXN-1884						true
GO:0016155	formyltetrahydrofolate dehydrogenase activity	RHEA:10180	MetaCyc:FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	EC:1.5.1.6			KEGG:R00941		true
GO:0033560	folate reductase activity								true
GO:0033739	preQ1 synthase activity	RHEA:13409	MetaCyc:RXN0-4022	EC:1.7.1.13			KEGG:R07605		true
GO:0033740	hydroxylamine oxidoreductase activity	RHEA:23232	MetaCyc:1.7.99.8-RXN	EC:1.7.99.8					true
GO:0036382	flavin reductase (NADH) activity		MetaCyc:1.5.1.36-RXN	EC:1.5.1.36			KEGG:R09662		true
GO:0042602	riboflavin reductase (NADPH) activity	RHEA:19377	MetaCyc:NADPH-DEHYDROGENASE-FLAVIN-RXN	EC:1.5.1.30|EC:1.5.1.41			KEGG:R05707		true
GO:0044684	dihydromethanopterin reductase activity			EC:1.5.99.15					true
GO:0047040	pteridine reductase activity	RHEA:19509	MetaCyc:1.1.1.253-RXN	EC:1.5.1.33			KEGG:R01812		true
GO:0047125	delta1-piperideine-2-carboxylate reductase activity	RHEA:12524	MetaCyc:RXN-8166	EC:1.5.1.21					true
GO:0047126	N5-(carboxyethyl)ornithine synthase activity	RHEA:18661	MetaCyc:1.5.1.24-RXN	EC:1.5.1.24			KEGG:R00666		true
GO:0047127	thiomorpholine-carboxylate dehydrogenase activity		MetaCyc:1.5.1.25-RXN	EC:1.5.1.25					true
GO:0047128	1,2-dehydroreticulinium reductase (NADPH) activity	RHEA:17569	MetaCyc:1.5.1.27-RXN	EC:1.5.1.27			KEGG:R04695		true
GO:0047129	opine dehydrogenase activity	RHEA:21592	MetaCyc:1.5.1.28-RXN	EC:1.5.1.28			KEGG:R03732		true
GO:0047636	alanopine dehydrogenase activity	RHEA:17589	MetaCyc:ALANOPINE-DEHYDROGENASE-RXN	EC:1.5.1.17			KEGG:R00398		true
GO:0047697	beta-alanopine dehydrogenase activity	RHEA:21684	MetaCyc:BETA-ALANOPINE-DEHYDROGENASE-RXN	EC:1.5.1.26			KEGG:R00906		true
GO:0047827	D-lysopine dehydrogenase activity	RHEA:17625	MetaCyc:D-LYSOPINE-DEHYDROGENASE-RXN	EC:1.5.1.16			KEGG:R00452		true
GO:0047829	D-nopaline dehydrogenase activity	RHEA:19637	MetaCyc:D-NOPALINE-DEHYDROGENASE-RXN	EC:1.5.1.19					true
GO:0047830	D-octopine dehydrogenase activity	RHEA:16285	MetaCyc:D-OCTOPINE-DEHYDROGENASE-RXN	EC:1.5.1.11					true
GO:0047877	ephedrine dehydrogenase activity	RHEA:16289	MetaCyc:EPHEDRINE-DEHYDROGENASE-RXN	EC:1.5.1.18			KEGG:R03614		true
GO:0050241	pyrroline-2-carboxylate reductase activity		MetaCyc:PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN	EC:1.5.1.1					true
GO:0050305	strombine dehydrogenase activity	RHEA:14061	MetaCyc:STROMBINE-DEHYDROGENASE-RXN	EC:1.5.1.22			KEGG:R00368		true
GO:0050325	tauropine dehydrogenase activity	RHEA:12580	MetaCyc:TAUROPINE-DEHYDROGENASE-RXN	EC:1.5.1.23			KEGG:R01683		true
GO:0050623	berberine reductase activity	RHEA:21268	MetaCyc:1.5.1.31-RXN	EC:1.5.1.31			KEGG:R07169		true
GO:0050624	vomilenine reductase activity	RHEA:16409	MetaCyc:1.5.1.32-RXN	EC:1.5.1.32			KEGG:R05878		true
GO:0052873	FMN reductase (NADPH) activity	RHEA:21624		EC:1.5.1.38|EC:1.5.1.39			KEGG:R05706		true
GO:0052874	FMN reductase (NADH) activity	RHEA:21620		EC:1.5.1.39			KEGG:R05705		true
GO:0052875	riboflavin reductase (NADH) activity	RHEA:31455	MetaCyc:RXN-12445	EC:1.5.1.41			KEGG:R09750		true
GO:0062046	dehydropipecolic acid reductase								true
GO:0071172	dihydromonapterin reductase activity								true
GO:0102143	carboxynorspermidine dehydrogenase I activity		MetaCyc:RXN-11565						true
GO:0102144	carboxyspermidine dehydrogenase II activity		MetaCyc:RXN-11566						true
GO:0102261	8-hydroxy-5-deazaflavin:NADPH oxidoreductase activity		MetaCyc:RXN-12450	EC:1.5.1.40					true
GO:0102544	ornaline synthase activity		MetaCyc:RXN-14880						true
GO:0008115	sarcosine oxidase activity	RHEA:13313	MetaCyc:SARCOX-RXN	EC:1.5.3.1			KEGG:R00610		true
GO:0019116	hydroxy-nicotine oxidase activity			EC:1.5.3.6					false
GO:0046592	polyamine oxidase activity		MetaCyc:POLYAMINE-OXIDASE-RXN	EC:1.5.3.11					true
GO:0047132	dihydrobenzophenanthridine oxidase activity		MetaCyc:1.5.3.12-RXN	EC:1.5.3.12					true
GO:0047866	dimethylglycine oxidase activity	RHEA:17077	MetaCyc:DIMETHYLGLYCINE-OXIDASE-RXN	EC:1.5.3.10			KEGG:R01564		true
GO:0050031	L-pipecolate oxidase activity	RHEA:11992	MetaCyc:L-PIPECOLATE-OXIDASE-RXN	EC:1.5.3.7			KEGG:R02204		true
GO:0050131	N-methyl-L-amino-acid oxidase activity		MetaCyc:N-METHYL-L-AMINO-ACID-OXIDASE-RXN	EC:1.5.3.2					true
GO:0050134	N6-methyl-lysine oxidase activity	RHEA:23200	MetaCyc:N6-METHYL-LYSINE-OXIDASE-RXN	EC:1.5.3.4			KEGG:R00612		true
GO:0051698	saccharopine oxidase activity								true
GO:0051699	proline oxidase activity		MetaCyc:RXN-821						true
GO:0051700	fructosyl-amino acid oxidase activity								true
GO:0052893	N1-acetylspermine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity		MetaCyc:RXN-10465	EC:1.5.3.14					true
GO:0052894	norspermine:oxygen oxidoreductase activity		MetaCyc:RXN-10464	EC:1.5.3.16					true
GO:0052895	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity		MetaCyc:POLYAMINE-OXIDASE-RXN	EC:1.5.3.16					true
GO:0052896	spermidine oxidase (propane-1,3-diamine-forming) activity	RHEA:25820	MetaCyc:RXN-10747	EC:1.5.3.14			KEGG:R01914		true
GO:0052897	N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	RHEA:25972	MetaCyc:RXN-10463	EC:1.5.3.15			KEGG:R09075		true
GO:0052898	N1-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	RHEA:25864		EC:1.5.3.15					true
GO:0052899	N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	RHEA:25868	MetaCyc:RXN-10460	EC:1.5.3.13					true
GO:0052900	spermine oxidase (propane-1,3-diamine-forming) activity	RHEA:25824	MetaCyc:RXN-6421	EC:1.5.3.14					true
GO:0052901	spermine:oxygen oxidoreductase (spermidine-forming) activity	RHEA:25804	MetaCyc:1.5.3.17-RXN|MetaCyc:RXN-9015	EC:1.5.3.13|EC:1.5.3.16|EC:1.5.3.17			KEGG:R09076		true
GO:0052902	spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity	RHEA:25808	MetaCyc:RXN-10461|MetaCyc:RXN-12089	EC:1.5.3.13|EC:1.5.3.17			KEGG:R09077		true
GO:0052903	N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	RHEA:25800	MetaCyc:RXN-12090|MetaCyc:RXN-9940	EC:1.5.3.13|EC:1.5.3.17			KEGG:R03899		true
GO:0052904	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	RHEA:25812	MetaCyc:RXN-12091|MetaCyc:RXN-9942	EC:1.5.3.13|EC:1.5.3.17			KEGG:R09074		true
GO:0102317	4-methylaminobutyrate oxidase (demethylating) activity		MetaCyc:RXN-13067	EC:1.5.3.19					true
GO:1990534	thermospermine oxidase activity								true
GO:0004734	pyrimidodiazepine synthase activity		MetaCyc:1.5.4.1-RXN	EC:1.5.4.1					true
GO:0033738	methylenetetrahydrofolate reductase (ferredoxin) activity		MetaCyc:RXN-5061	EC:1.5.7.1					true
GO:0008480	sarcosine dehydrogenase activity	RHEA:19793	MetaCyc:SARCOSINE-DEHYDROGENASE-RXN	EC:1.5.8.3			KEGG:R00611		true
GO:0047133	dimethylamine dehydrogenase activity		MetaCyc:1.5.8.1-RXN	EC:1.5.8.1		UM-BBD_reactionID:r1380			true
GO:0047865	dimethylglycine dehydrogenase activity	RHEA:22499	MetaCyc:DIMETHYLGLYCINE-DEHYDROGENASE-RXN	EC:1.5.8.4			KEGG:R01565		true
GO:0050470	trimethylamine dehydrogenase activity		MetaCyc:1.5.8.2-RXN	EC:1.5.8.2	UM-BBD_enzymeID:e0854				true
GO:0050136	NADH dehydrogenase (quinone) activity		MetaCyc:NADH-DEHYDROGENASE-QUINONE-RXN	EC:1.6.99.5					false
GO:0008746	NAD(P)+ transhydrogenase activity	RHEA:11692		EC:1.6.1.1			KEGG:R00112		false
GO:0003958	NADPH-hemoprotein reductase activity		MetaCyc:NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN	EC:1.6.2.4					true
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H		MetaCyc:CYTOCHROME-B5-REDUCTASE-RXN	EC:1.6.2.2					false
GO:0015043	leghemoglobin reductase activity		MetaCyc:LEGHEMOGLOBIN-REDUCTASE-RXN	EC:1.6.2.6					true
GO:0015047	NADPH-cytochrome-c2 reductase activity		MetaCyc:NADPH--CYTOCHROME-C2-REDUCTASE-RXN	EC:1.6.2.5					true
GO:0003955	NAD(P)H dehydrogenase (quinone) activity		MetaCyc:NQOR-RXN	EC:1.6.5.2		UM-BBD_reactionID:r0227			true
GO:0003960	NADPH:quinone reductase activity		MetaCyc:QOR-RXN	EC:1.6.5.5					true
GO:0008753	NADPH dehydrogenase (quinone) activity	RHEA:13149	MetaCyc:NADPH-DEHYDROGENASE-QUINONE-RXN	EC:1.6.5.10			KEGG:R07359		true
GO:0016656	monodehydroascorbate reductase (NADH) activity	RHEA:14581	MetaCyc:1.6.5.4-RXN	EC:1.6.5.4					true
GO:0018541	p-benzoquinone reductase (NADPH) activity	RHEA:23488	MetaCyc:1.6.5.6-RXN	EC:1.6.5.6	UM-BBD_enzymeID:e0422		KEGG:R05244		true
GO:0050625	2-hydroxy-1,4-benzoquinone reductase activity	RHEA:12428	MetaCyc:1.6.5.7-RXN	EC:1.6.5.7		UM-BBD_reactionID:r0667	KEGG:R05399		true
GO:0103035	NAD(P)H:methyl-1,4-benzoquinone oxidoreductase activity		MetaCyc:RXN0-5387						true
GO:0103036	NADH:menaquinone oxidoreductase activity		MetaCyc:RXN0-5388						true
GO:0003920	GMP reductase activity	RHEA:17185	MetaCyc:GMP-REDUCT-RXN	EC:1.7.1.7			KEGG:R01134		true
GO:0009033	trimethylamine-N-oxide reductase activity	RHEA:22024	MetaCyc:TMAOREDUCT-RXN	EC:1.6.6.9					true
GO:0018543	4-amino-2-nitroso-6-nitrotoluene reductase activity					UM-BBD_reactionID:r0464			true
GO:0018544	4-carboxy-4'-sulfoazobenzene reductase activity					UM-BBD_reactionID:r0543			true
GO:0018545	NAD(P)H nitroreductase activity				UM-BBD_enzymeID:e0346				true
GO:0018546	nitrobenzene nitroreductase activity		MetaCyc:RXN-8815		UM-BBD_enzymeID:e0245				true
GO:0034556	nitrobenzoate nitroreductase activity			EC:1.7.1		UM-BBD_reactionID:r0849			true
GO:0052602	4-chloronitrobenzene nitroreductase activity		MetaCyc:RXN-8833		UM-BBD_enzymeID:e0245				true
GO:0052603	1-chloro-4-nitrosobenzene nitroreductase activity		MetaCyc:RXN-8834		UM-BBD_enzymeID:e0245				true
GO:0080007	S-nitrosoglutathione reductase activity		MetaCyc:RXN-10742						true
GO:0004148	dihydrolipoyl dehydrogenase activity	RHEA:15045	MetaCyc:DIHYDLIPOXN-RXN	EC:1.8.1.4					true
GO:0004362	glutathione-disulfide reductase activity	RHEA:11740	MetaCyc:GLUTATHIONE-REDUCT-NADPH-RXN	EC:1.8.1.7					true
